reward,step_time,total_stopped,total_wait_time
0.0,125.0,6,763.0
-173.0,130.0,9,806.0
-10.0,135.0,9,851.0
-10.0,140.0,9,896.0
-10.0,145.0,9,941.0
-10.0,150.0,9,986.0
-10.0,155.0,10,1033.0
-10.0,160.0,11,1088.0
-10.0,165.0,11,1143.0
-10.0,170.0,12,1202.0
-10.0,175.0,13,1267.0
-15.0,180.0,14,1333.0
-16.0,185.0,14,1403.0
-20.0,190.0,14,1473.0
-20.0,195.0,14,1543.0
-20.0,200.0,14,1613.0
-20.0,205.0,14,1683.0
-20.0,210.0,14,1753.0
-20.0,215.0,13,1421.0
-20.0,220.0,16,1502.0
-22.0,225.0,16,1522.0
34.0,230.0,18,1607.0
-23.0,235.0,17,1687.0
-15.0,240.0,18,1772.0
-20.0,245.0,18,1862.0
-20.0,250.0,18,1952.0
-20.0,255.0,18,2042.0
-20.0,260.0,18,2132.0
-20.0,265.0,28,2240.0
-23.0,270.0,33,2400.0
-39.0,275.0,31,2553.0
-40.0,280.0,34,2713.0
-47.0,285.0,34,2883.0
-50.0,290.0,35,3055.0
-50.0,295.0,36,3234.0
-50.0,300.0,38,3420.0
-50.0,305.0,37,3567.0
-50.0,310.0,37,3752.0
-50.0,315.0,39,3943.0
-56.0,320.0,39,4138.0
-60.0,325.0,39,4333.0
-60.0,330.0,39,4528.0
-60.0,335.0,39,4723.0
-60.0,340.0,39,4918.0
-60.0,345.0,39,5113.0
-60.0,350.0,42,5321.0
-64.0,355.0,42,5531.0
-65.0,360.0,39,5114.0
252.0,365.0,39,5306.0
-59.0,370.0,41,5510.0
-60.0,375.0,41,5715.0
-60.0,380.0,41,5920.0
-60.0,385.0,37,5893.0
172.0,390.0,37,5937.0
103.0,395.0,37,6122.0
-40.0,400.0,38,6308.0
-40.0,405.0,39,6503.0
-40.0,410.0,39,6698.0
-40.0,415.0,43,6903.0
-40.0,420.0,43,7118.0
-40.0,425.0,44,6955.0
-40.0,430.0,46,7178.0
-41.0,435.0,46,7408.0
-45.0,440.0,48,7642.0
-45.0,445.0,48,7882.0
-45.0,450.0,48,8122.0
-45.0,455.0,49,8363.0
-46.0,460.0,39,7776.0
469.0,465.0,41,7372.0
579.0,470.0,43,7468.0
91.0,475.0,44,7685.0
-25.0,480.0,44,7905.0
-25.0,485.0,44,8125.0
-25.0,490.0,44,8345.0
-25.0,495.0,44,8565.0
-25.0,500.0,44,8785.0
-25.0,505.0,44,9005.0
-25.0,510.0,44,9225.0
-25.0,515.0,48,8868.0
-25.0,520.0,46,9105.0
-41.0,525.0,50,9032.0
-47.0,530.0,56,9006.0
-54.0,535.0,56,9284.0
-55.0,540.0,55,9263.0
-55.0,545.0,57,9542.0
-55.0,550.0,60,9840.0
-55.0,555.0,57,9349.0
-55.0,560.0,53,9086.0
-57.0,565.0,52,8850.0
246.0,570.0,53,8818.0
-55.0,575.0,57,9096.0
-67.0,580.0,59,9390.0
-70.0,585.0,62,9697.0
-70.0,590.0,63,10008.0
-71.0,595.0,64,10326.0
-78.0,600.0,63,10081.0
485.0,605.0,63,10396.0
-75.0,610.0,65,10713.0
-75.0,615.0,67,11045.0
-75.0,620.0,68,11381.0
-75.0,625.0,71,11729.0
-76.0,630.0,67,11962.0
44.0,635.0,67,12074.0
163.0,640.0,67,12409.0
-60.0,645.0,69,12687.0
-60.0,650.0,68,12728.0
-60.0,655.0,67,13054.0
-60.0,660.0,63,13035.0
294.0,665.0,56,12309.0
369.0,670.0,51,12045.0
134.0,675.0,45,10684.0
-10.0,680.0,47,10110.0
-25.0,685.0,56,10375.0
-42.0,690.0,61,10669.0
-45.0,695.0,64,10986.0
-45.0,700.0,64,11306.0
-45.0,705.0,64,11626.0
-45.0,710.0,64,11946.0
-45.0,715.0,64,12266.0
-45.0,720.0,64,12586.0
-45.0,725.0,64,12906.0
-45.0,730.0,65,13228.0
-45.0,735.0,66,13558.0
-45.0,740.0,66,13888.0
-45.0,745.0,67,14221.0
-45.0,750.0,67,14556.0
-45.0,755.0,68,14894.0
-45.0,760.0,69,15235.0
-45.0,765.0,77,15515.0
38.0,770.0,82,15918.0
-57.0,775.0,80,16319.0
-56.0,780.0,78,16661.0
-51.0,785.0,80,17027.0
-55.0,790.0,81,17426.0
-55.0,795.0,81,17829.0
-55.0,800.0,81,18234.0
-55.0,805.0,81,18639.0
-55.0,810.0,85,19058.0
-55.0,815.0,87,19192.0
-57.0,820.0,77,18198.0
-60.0,825.0,67,18136.0
-66.0,830.0,66,17928.0
-63.0,835.0,70,18258.0
-63.0,840.0,79,18634.0
-73.0,845.0,83,18503.0
-75.0,850.0,83,18917.0
-79.0,855.0,86,19343.0
-80.0,860.0,83,19374.0
-80.0,865.0,83,19757.0
-82.0,870.0,80,19748.0
-81.0,875.0,84,20152.0
-82.0,880.0,84,20270.0
-94.0,885.0,86,20693.0
-100.0,890.0,89,21134.0
-100.0,895.0,83,20741.0
-100.0,900.0,74,19581.0
-100.0,905.0,74,19947.0
-100.0,910.0,80,20337.0
-100.0,915.0,85,20754.0
-100.0,920.0,86,21184.0
-100.0,925.0,86,21614.0
-100.0,930.0,86,22044.0
-100.0,935.0,84,22358.0
-100.0,940.0,84,22716.0
-102.0,945.0,81,22621.0
-100.0,950.0,77,22291.0
-98.0,955.0,79,22680.0
-100.0,960.0,83,23087.0
-100.0,965.0,85,23507.0
-100.0,970.0,85,23932.0
-100.0,975.0,80,23908.0
350.0,980.0,76,23436.0
-72.0,985.0,74,23515.0
222.0,990.0,79,23894.0
-81.0,995.0,83,24298.0
-90.0,1000.0,83,24713.0
-90.0,1005.0,83,25128.0
-90.0,1010.0,86,25548.0
-90.0,1015.0,99,26007.0
-97.0,1020.0,97,25780.0
-113.0,1025.0,92,24864.0
-117.0,1030.0,95,25147.0
-115.0,1035.0,100,25284.0
-124.0,1040.0,101,25548.0
-130.0,1045.0,98,25743.0
-130.0,1050.0,97,26226.0
-130.0,1055.0,101,26723.0
-130.0,1060.0,101,27228.0
-130.0,1065.0,100,27437.0
-130.0,1070.0,96,27617.0
179.0,1075.0,99,28110.0
-125.0,1080.0,100,28606.0
-125.0,1085.0,100,29106.0
-125.0,1090.0,100,29606.0
-125.0,1095.0,100,30106.0
-125.0,1100.0,100,30606.0
-125.0,1105.0,100,31106.0
-125.0,1110.0,96,31353.0
-125.0,1115.0,89,30601.0
814.0,1120.0,85,29977.0
980.0,1125.0,87,29877.0
456.0,1130.0,86,29156.0
217.0,1135.0,85,28884.0
-97.0,1140.0,76,28975.0
214.0,1145.0,82,29369.0
-80.0,1150.0,91,29807.0
-96.0,1155.0,98,30280.0
-103.0,1160.0,99,30773.0
-110.0,1165.0,99,31268.0
-110.0,1170.0,98,31652.0
-110.0,1175.0,98,31851.0
-112.0,1180.0,101,32342.0
-113.0,1185.0,102,32851.0
-120.0,1190.0,102,33356.0
-120.0,1195.0,102,33866.0
-120.0,1200.0,103,34380.0
-120.0,1205.0,96,33705.0
-123.0,1210.0,96,34182.0
-120.0,1215.0,98,34662.0
-117.0,1220.0,102,35166.0
-120.0,1225.0,105,35686.0
-120.0,1230.0,105,36211.0
-120.0,1235.0,105,36736.0
-120.0,1240.0,105,37261.0
-120.0,1245.0,105,37786.0
-120.0,1250.0,105,38311.0
-120.0,1255.0,105,38836.0
-120.0,1260.0,108,39370.0
-120.0,1265.0,118,39497.0
-135.0,1270.0,119,40094.0
-145.0,1275.0,119,40681.0
-147.0,1280.0,120,41280.0
-150.0,1285.0,119,41042.0
-150.0,1290.0,114,41106.0
375.0,1295.0,107,41116.0
-125.0,1300.0,114,41037.0
-135.0,1305.0,120,41511.0
-151.0,1310.0,123,42120.0
-153.0,1315.0,125,42442.0
-162.0,1320.0,125,43067.0
-165.0,1325.0,126,43697.0
-165.0,1330.0,121,43213.0
-167.0,1335.0,115,43797.0
-165.0,1340.0,118,44373.0
-167.0,1345.0,128,44985.0
-176.0,1350.0,127,45167.0
-185.0,1355.0,129,45808.0
-185.0,1360.0,130,46458.0
-185.0,1365.0,130,47108.0
-185.0,1370.0,129,47163.0
-185.0,1375.0,126,47796.0
-185.0,1380.0,123,46494.0
-185.0,1385.0,114,42766.0
-185.0,1390.0,109,42629.0
-185.0,1395.0,110,43179.0
-185.0,1400.0,116,43753.0
-185.0,1405.0,119,44343.0
-185.0,1410.0,123,44952.0
-185.0,1415.0,128,45579.0
-185.0,1420.0,127,45824.0
215.0,1425.0,122,46444.0
-165.0,1430.0,119,46235.0
665.0,1435.0,120,46246.0
449.0,1440.0,130,46879.0
-163.0,1445.0,129,46966.0
395.0,1450.0,127,47604.0
-153.0,1455.0,128,47811.0
-163.0,1460.0,128,47828.0
-175.0,1465.0,128,48453.0
-175.0,1470.0,129,49097.0
-175.0,1475.0,129,49742.0
-175.0,1480.0,129,50387.0
-175.0,1485.0,131,51040.0
-175.0,1490.0,131,51695.0
-175.0,1495.0,131,52350.0
-175.0,1500.0,131,53005.0
-175.0,1505.0,132,53661.0
-175.0,1510.0,126,51599.0
-179.0,1515.0,122,49552.0
-198.0,1520.0,123,48247.0
-205.0,1525.0,122,47480.0
-205.0,1530.0,131,47746.0
-212.0,1535.0,141,48430.0
-210.0,1540.0,146,49153.0
-220.0,1545.0,146,49883.0
-225.0,1550.0,146,50613.0
-225.0,1555.0,146,51343.0
-225.0,1560.0,141,50839.0
1009.0,1565.0,138,50316.0
1030.0,1570.0,139,50498.0
323.0,1575.0,140,51195.0
-194.0,1580.0,144,51909.0
-197.0,1585.0,146,52637.0
-200.0,1590.0,146,53367.0
-200.0,1595.0,143,53275.0
628.0,1600.0,137,53675.0
-171.0,1605.0,140,54366.0
-164.0,1610.0,138,54724.0
-165.0,1615.0,138,54951.0
-184.0,1620.0,132,53399.0
-195.0,1625.0,123,51215.0
-195.0,1630.0,119,51349.0
-195.0,1635.0,126,51964.0
-211.0,1640.0,133,52617.0
-219.0,1645.0,138,53297.0
-220.0,1650.0,139,53992.0
-220.0,1655.0,140,54692.0
-220.0,1660.0,140,55392.0
-220.0,1665.0,140,56092.0
-220.0,1670.0,141,56793.0
-220.0,1675.0,145,57506.0
-226.0,1680.0,145,58231.0
-235.0,1685.0,145,58956.0
-235.0,1690.0,144,58542.0
-235.0,1695.0,134,58252.0
-235.0,1700.0,130,58905.0
-235.0,1705.0,132,59562.0
-235.0,1710.0,135,60230.0
-235.0,1715.0,137,60911.0
-235.0,1720.0,142,61609.0
-236.0,1725.0,143,61850.0
-243.0,1730.0,140,61533.0
466.0,1735.0,137,62221.0
-215.0,1740.0,136,62480.0
218.0,1745.0,139,63164.0
-204.0,1750.0,135,61243.0
2401.0,1755.0,127,58605.0
3121.0,1760.0,127,59237.0
-140.0,1765.0,135,59890.0
-142.0,1770.0,138,60572.0
-152.0,1775.0,144,61285.0
-183.0,1780.0,151,61302.0
521.0,1785.0,145,59381.0
208.0,1790.0,135,56093.0
-202.0,1795.0,131,55582.0
-210.0,1800.0,132,55820.0
-214.0,1805.0,137,56178.0
-215.0,1810.0,141,56875.0
-215.0,1815.0,147,57594.0
-215.0,1820.0,145,57445.0
-215.0,1825.0,146,57025.0
-215.0,1830.0,143,57746.0
-215.0,1835.0,142,58456.0
-215.0,1840.0,146,58882.0
-218.0,1845.0,150,59625.0
-215.0,1850.0,151,60378.0
-218.0,1855.0,145,59902.0
1011.0,1860.0,141,58935.0
1508.0,1865.0,140,59577.0
-93.0,1870.0,142,60283.0
-153.0,1875.0,149,61018.0
-167.0,1880.0,151,61556.0
-184.0,1885.0,151,62313.0
-192.0,1890.0,151,63068.0
-190.0,1895.0,152,63825.0
-192.0,1900.0,152,64585.0
-195.0,1905.0,146,63898.0
1252.0,1910.0,137,62383.0
2084.0,1915.0,132,63049.0
-96.0,1920.0,135,63718.0
-99.0,1925.0,142,64413.0
-124.0,1930.0,144,64498.0
-149.0,1935.0,141,64452.0
-164.0,1940.0,139,65154.0
-165.0,1945.0,136,65298.0
-165.0,1950.0,137,65565.0
-165.0,1955.0,139,66252.0
-165.0,1960.0,145,66964.0
-165.0,1965.0,145,67689.0
-165.0,1970.0,145,68414.0
-165.0,1975.0,139,68064.0
910.0,1980.0,131,67910.0
716.0,1985.0,133,68571.0
-96.0,1990.0,137,69246.0
-110.0,1995.0,140,69819.0
-135.0,2000.0,131,67936.0
-145.0,2005.0,128,68580.0
-145.0,2010.0,133,69239.0
-154.0,2015.0,140,69926.0
-165.0,2020.0,149,70661.0
